transaction_id,account_id,transaction_date,amount,type,channel,merchant,location
3706,226,2025-03-11 13:53:14,3429507.26,Credit,Branch,Unknown,Yangon
3707,227,2023-09-06 11:21:03,4564606.62,Debit,ATM,Ocean Supercenter,Yangon
3708,227,2024-12-21 02:07:43,394157.59,Debit,Branch,Ocean Supercenter,Yangon
3709,227,2023-03-30 02:36:28,3663665.06,Debit,Branch,Mytel Payment,Pathein
3710,227,2024-07-08 14:19:25,2504682.16,Debit,POS,City Mart,Yangon
3711,227,2024-04-09 09:28:10,3996444.19,Credit,ATM,Unknown,Monywa
3712,227,2024-11-09 06:14:13,4691415.22,Debit,ATM,KBZ Pay Merchant,Pathein
3713,227,2024-05-05 05:55:51,2366187.71,Debit,Online,Ocean Supercenter,Yangon
3714,227,2023-10-27 16:37:14,4086683.76,Debit,Branch,MPT Merchant,Yangon
3715,227,2023-11-12 01:24:10,4965062.81,Credit,Branch,Unknown,Taunggyi
3716,227,2025-04-10 05:57:39,4966311.65,Credit,POS,Unknown,Monywa
3717,227,2024-11-17 07:27:51,2393686.12,Debit,ATM,Wave Pay Merchant,Naypyidaw
3718,227,2024-08-16 17:54:19,3572963.75,Debit,ATM,Mytel Payment,Mandalay
3719,227,2024-05-13 10:36:05,3366474.6,Credit,Online,Unknown,Myitkyina
3720,227,2024-02-10 03:55:07,772534.62,Debit,POS,Online Shop MM,Monywa
3721,227,2024-11-05 14:46:43,1414306.59,Debit,POS,City Mart,Yangon
3722,227,2024-11-01 14:33:09,1110503.59,Credit,Branch,Unknown,Pathein
3723,227,2024-12-27 09:12:06,3801415.03,Debit,Online,Ocean Supercenter,Yangon
3724,227,2024-03-25 21:34:22,1734050.57,Debit,POS,KBZ Pay Merchant,Myitkyina
3725,227,2023-03-14 04:37:08,4458602.08,Debit,Branch,Aung San Market,Yangon
3726,227,2023-07-22 13:53:48,177557.71,Debit,Branch,Wave Pay Merchant,Taunggyi
3727,227,2024-08-15 16:19:55,342822.18,Debit,Branch,Ocean Supercenter,Mandalay
3728,227,2025-01-24 15:28:18,2125507.88,Debit,ATM,Online Shop MM,Sittwe
3729,227,2023-04-08 11:33:47,3978230.51,Credit,POS,Unknown,Mawlamyine
3730,227,2024-07-10 20:05:02,1245470.04,Credit,ATM,Unknown,Myitkyina
3731,228,2025-04-04 06:01:56,1048335.85,Credit,ATM,Unknown,Yangon
3732,228,2025-04-07 07:59:38,674378.87,Debit,Online,KBZ Pay Merchant,Taunggyi
3733,228,2025-04-05 03:54:21,3792350.28,Debit,Branch,Wave Pay Merchant,Myitkyina
3734,228,2025-04-08 18:15:20,3973214.84,Debit,POS,Ocean Supercenter,Yangon
3735,228,2025-03-29 04:24:52,2476150.18,Debit,ATM,MPT Merchant,Naypyidaw
3736,228,2025-04-03 15:44:07,4198406.67,Debit,Online,Mytel Payment,Myitkyina
3737,228,2025-03-30 16:16:41,3366815.19,Debit,ATM,Junction Square,Yangon
3738,228,2025-03-28 17:54:28,3324266.98,Debit,Online,Aung San Market,Yangon
3739,228,2025-03-29 21:09:17,1606928.22,Credit,Online,Unknown,Mawlamyine
3740,228,2025-04-01 03:02:44,2949680.08,Debit,ATM,MPT Merchant,Sittwe
3741,228,2025-04-06 20:02:05,4592094.94,Credit,Branch,Unknown,Monywa
3742,228,2025-04-11 13:57:29,3155855.91,Debit,Branch,Junction Square,Yangon
3743,228,2025-04-03 09:50:16,1888155.16,Debit,ATM,Myanmar Plaza,Yangon
3744,228,2025-04-07 15:38:53,1244404.47,Debit,ATM,City Mart,Yangon
3745,228,2025-04-04 10:01:14,2901735.28,Debit,Online,Junction Square,Yangon
3746,228,2025-03-29 04:42:55,1536759.79,Credit,ATM,Unknown,Myitkyina
3747,228,2025-04-07 01:17:37,3458517.99,Credit,ATM,Unknown,Myitkyina
3748,228,2025-03-31 10:29:46,4957956.94,Debit,Branch,Online Shop MM,Mawlamyine
3749,228,2025-04-04 17:19:22,2067148.18,Debit,Branch,Myanmar Plaza,Yangon
3750,228,2025-03-29 21:19:27,499780.69,Credit,Branch,Unknown,Naypyidaw
3751,228,2025-04-05 05:14:50,727215.38,Debit,Online,KBZ Pay Merchant,Yangon
3752,229,2025-03-26 10:18:33,21883.68,Debit,ATM,Junction Square,Yangon
3753,229,2025-02-15 06:54:15,4483301.29,Debit,Online,KBZ Pay Merchant,Myitkyina
3754,229,2024-11-17 02:33:55,2258587.95,Credit,ATM,Unknown,Naypyidaw
3755,229,2024-12-25 04:06:25,1797769.19,Credit,ATM,Unknown,Mawlamyine
3756,229,2024-08-09 15:07:58,512342.63,Debit,POS,Mytel Payment,Yangon
3757,229,2024-09-02 17:18:38,1684734.39,Debit,Branch,City Mart,Yangon
3758,229,2025-04-01 07:16:31,4005389.47,Credit,POS,Unknown,Sittwe
3759,229,2024-12-04 01:55:26,636321.55,Debit,Online,Aung San Market,Yangon
3760,229,2024-07-21 06:10:45,3174793.18,Debit,Branch,Myanmar Plaza,Yangon
3761,229,2024-07-01 20:17:19,415405.13,Debit,Branch,MPT Merchant,Taunggyi
3762,229,2025-03-14 08:16:48,4145809.8,Credit,Online,Unknown,Mawlamyine
3763,229,2024-08-09 18:15:32,1515351.94,Debit,POS,Aung San Market,Yangon
3764,229,2025-01-29 12:40:20,746727.15,Debit,Branch,Myanmar Plaza,Yangon
3765,229,2024-12-09 05:56:53,1222337.53,Debit,Branch,Ocean Supercenter,Yangon
3766,229,2024-07-27 10:18:02,1835589.38,Debit,ATM,Ocean Supercenter,Yangon
3767,229,2025-02-03 21:08:56,158799.29,Debit,Branch,MPT Merchant,Mandalay
3768,229,2025-04-08 06:45:39,4600513.33,Credit,POS,Unknown,Sittwe
3769,229,2024-08-30 12:08:53,2044412.27,Debit,ATM,Aung San Market,Yangon
3770,229,2025-02-18 18:11:48,4653466.18,Credit,ATM,Unknown,Mandalay
3771,229,2025-03-23 20:40:47,4073098.97,Credit,POS,Unknown,Taunggyi
3772,229,2024-11-03 00:41:05,4235147.54,Debit,POS,Aung San Market,Yangon
3773,229,2024-07-05 01:59:09,2046625.56,Debit,POS,Aung San Market,Yangon
3774,229,2025-01-01 04:10:45,4844143.13,Debit,ATM,Aung San Market,Yangon
3775,229,2024-09-17 14:34:22,990822.73,Debit,ATM,Ocean Supercenter,Yangon
3776,230,2024-03-05 04:42:29,3167806.96,Debit,Online,Ocean Supercenter,Yangon
3777,230,2024-04-08 11:38:32,783705.3,Credit,Branch,Unknown,Sittwe
3778,230,2024-09-15 15:05:26,3342913.81,Debit,Branch,City Mart,Yangon
3779,230,2024-07-02 22:14:26,1806431.23,Debit,Online,City Mart,Yangon
3780,230,2024-06-13 02:20:26,2266723.48,Debit,Branch,Mytel Payment,Bago
3781,230,2025-02-01 13:18:43,346975.62,Debit,Online,Online Shop MM,Monywa
3782,230,2024-10-21 18:23:47,1359559.58,Debit,POS,Wave Pay Merchant,Taunggyi
3783,230,2024-06-19 17:00:32,3307300.41,Debit,Online,City Mart,Yangon
3784,230,2024-01-23 11:03:00,3628493.88,Debit,POS,Wave Pay Merchant,Mawlamyine
3785,230,2024-12-08 11:53:48,1292097.88,Credit,Branch,Unknown,Yangon
3786,230,2025-04-03 03:49:49,3021738.78,Debit,ATM,Myanmar Plaza,Yangon
3787,230,2024-01-28 12:08:56,3739222.03,Credit,Online,Unknown,Mandalay
3788,230,2024-03-27 06:45:37,929924.82,Credit,Online,Unknown,Mandalay
3789,230,2024-07-07 11:17:54,22530.7,Debit,POS,Junction Square,Yangon
3790,230,2024-01-29 01:47:42,3795628.62,Debit,POS,Ocean Supercenter,Yangon
3791,230,2025-02-10 14:03:27,228320.93,Debit,Branch,Myanmar Plaza,Yangon
3792,230,2024-05-21 07:48:46,3427540.05,Debit,ATM,Mytel Payment,Sittwe
3793,230,2024-03-30 01:48:56,2030825.89,Debit,Branch,Ocean Supercenter,Yangon
3794,230,2025-04-07 20:36:54,1611273.7,Debit,Branch,Aung San Market,Yangon
3795,230,2025-03-29 13:17:02,308102.77,Debit,Branch,Wave Pay Merchant,Sittwe
3796,230,2024-04-26 22:27:35,1502267.79,Debit,Online,Mytel Payment,Mawlamyine
3797,230,2023-10-07 01:22:55,2584305.7,Debit,POS,KBZ Pay Merchant,Mandalay
3798,230,2024-11-17 13:28:53,127740.46,Debit,Branch,Wave Pay Merchant,Yangon
3799,230,2023-10-26 09:57:04,3767714.32,Debit,POS,Wave Pay Merchant,Taunggyi
3800,230,2023-12-20 16:58:03,2871035.93,Debit,POS,Myanmar Plaza,Yangon
3801,230,2024-06-10 17:07:51,2221311.91,Debit,ATM,Wave Pay Merchant,Mandalay
3802,230,2024-10-26 06:25:34,2869098.34,Credit,ATM,Unknown,Yangon
3803,230,2024-10-27 09:00:30,1390881.94,Debit,ATM,Aung San Market,Yangon
3804,230,2025-02-26 22:04:50,1469329.56,Credit,Online,Unknown,Taunggyi
3805,230,2024-10-29 19:43:24,4246191.84,Debit,Online,Myanmar Plaza,Yangon
3806,230,2025-02-21 11:09:38,1167234.29,Credit,Online,Unknown,Sittwe
3807,233,2025-03-29 09:55:26,3652325.84,Credit,Online,Unknown,Taunggyi
3808,233,2025-04-10 06:28:27,4700675.81,Debit,ATM,Wave Pay Merchant,Yangon
3809,233,2025-03-12 11:53:21,4092899.04,Credit,Online,Unknown,Bago
3810,233,2025-01-29 07:48:09,4534450.65,Credit,ATM,Unknown,Mawlamyine
3811,233,2025-01-23 15:37:56,3086326.86,Credit,POS,Unknown,Monywa
3812,233,2025-03-19 22:49:59,3132912.15,Credit,POS,Unknown,Monywa
3813,233,2025-03-15 22:54:55,3588447.6,Credit,Branch,Unknown,Myitkyina
3814,233,2025-04-09 16:06:31,1177554.83,Credit,POS,Unknown,Sittwe
3815,233,2025-01-23 04:21:51,4345396.99,Credit,POS,Unknown,Mawlamyine
3816,233,2025-02-15 12:47:03,2533327.3,Credit,POS,Unknown,Bago
3817,233,2025-03-11 06:33:40,3964106.45,Credit,Online,Unknown,Pathein
3818,234,2022-05-20 15:32:13,1881202.87,Debit,POS,MPT Merchant,Naypyidaw
3819,234,2024-07-08 10:52:06,4328917.97,Credit,Branch,Unknown,Pathein
3820,234,2023-06-22 09:26:45,2266721.9,Debit,ATM,Myanmar Plaza,Yangon
3821,234,2020-10-12 07:46:09,2882958.21,Credit,Branch,Unknown,Sittwe
3822,234,2018-10-19 22:46:41,1953194.11,Credit,Branch,Unknown,Yangon
3823,234,2018-08-03 22:25:46,1827091.17,Debit,ATM,Wave Pay Merchant,Bago
3824,234,2020-11-01 23:07:03,4123957.88,Debit,POS,Ocean Supercenter,Mandalay
3825,234,2021-02-02 23:33:04,1943517.28,Debit,Branch,MPT Merchant,Pathein
3826,234,2019-08-02 02:21:15,3062165.38,Credit,Online,Unknown,Mawlamyine
3827,234,2025-04-09 01:11:00,1966331.43,Debit,Branch,City Mart,Mandalay
3828,234,2023-07-26 13:50:15,4693418.87,Credit,Online,Unknown,Taunggyi
3829,234,2021-11-28 12:01:29,2430502.13,Credit,POS,Unknown,Sittwe
3830,234,2021-01-22 16:19:07,3587019.13,Debit,POS,Wave Pay Merchant,Mandalay
3831,234,2024-02-14 22:16:36,3621768.7,Credit,Branch,Unknown,Sittwe
3832,234,2019-03-02 18:31:53,4824428.85,Debit,POS,MPT Merchant,Yangon
3833,234,2022-06-12 09:09:09,1647006.12,Credit,POS,Unknown,Monywa
3834,234,2019-05-06 19:49:09,4924575.32,Debit,ATM,Ocean Supercenter,Yangon
3835,235,2021-03-10 15:42:02,416737.79,Debit,ATM,KBZ Pay Merchant,Mandalay
3836,235,2021-05-12 19:07:04,4230593.78,Debit,Online,Aung San Market,Yangon
3837,235,2024-04-23 19:58:23,3134370.39,Debit,ATM,Myanmar Plaza,Yangon
3838,235,2021-04-04 04:05:00,235347.03,Credit,POS,Unknown,Bago
3839,235,2024-06-08 21:09:33,2654748.12,Debit,Branch,MPT Merchant,Sittwe
3840,235,2024-10-28 13:17:30,257118.68,Credit,Branch,Unknown,Myitkyina
3841,235,2022-11-03 15:40:08,640155.7,Credit,POS,Unknown,Mandalay
3842,235,2021-10-16 06:58:19,307745.21,Credit,ATM,Unknown,Myitkyina
3843,235,2021-01-28 12:34:55,3381668.89,Credit,Branch,Unknown,Bago
3844,235,2021-01-15 17:49:40,3141020.1,Debit,Online,Online Shop MM,Monywa
3845,235,2020-11-09 10:13:43,351966.23,Debit,ATM,Mytel Payment,Pathein
3846,235,2024-08-11 18:37:56,681927.28,Debit,Branch,Myanmar Plaza,Yangon
3847,235,2024-02-15 00:10:51,2631820.15,Credit,Online,Unknown,Mandalay
3848,235,2023-09-22 03:22:54,2403980.58,Debit,POS,City Mart,Naypyidaw
3849,235,2024-10-18 19:32:50,948726.9,Debit,ATM,KBZ Pay Merchant,Sittwe
3850,235,2021-07-28 07:46:25,1194440.44,Debit,Online,MPT Merchant,Sittwe
3851,235,2022-01-21 08:45:54,331521.93,Credit,Branch,Unknown,Mawlamyine
3852,235,2021-10-01 08:50:54,75737.72,Debit,POS,MPT Merchant,Mandalay
3853,235,2023-03-09 07:27:11,3565372.2,Credit,POS,Unknown,Taunggyi
3854,235,2024-10-30 20:54:59,700420.05,Credit,POS,Unknown,Monywa
3855,235,2024-12-18 01:44:51,4025411.3,Credit,POS,Unknown,Monywa
3856,235,2025-04-04 01:37:43,4440429.11,Debit,Online,MPT Merchant,Sittwe
3857,235,2020-10-04 12:15:15,2838784.66,Credit,POS,Unknown,Naypyidaw
3858,235,2022-02-15 17:22:47,1565793.57,Credit,Branch,Unknown,Mawlamyine
3859,235,2021-06-21 00:39:13,1291432.85,Credit,Online,Unknown,Bago
3860,235,2023-08-23 14:21:59,4007372.64,Credit,Branch,Unknown,Pathein
3861,235,2025-01-27 03:53:10,2175596.32,Debit,ATM,Ocean Supercenter,Yangon
3862,236,2023-06-14 01:21:29,3915985.22,Debit,ATM,KBZ Pay Merchant,Mawlamyine
3863,236,2024-03-17 08:07:22,122516.59,Credit,ATM,Unknown,Taunggyi
3864,236,2022-07-14 05:01:59,2810081.09,Debit,Online,Online Shop MM,Taunggyi
3865,236,2024-12-31 13:18:22,2969567.02,Credit,ATM,Unknown,Monywa
3866,236,2024-04-20 10:57:34,3493303.56,Debit,Branch,Mytel Payment,Myitkyina
3867,236,2024-07-19 21:38:45,4645427.41,Debit,Online,MPT Merchant,Mandalay
3868,236,2024-01-26 11:27:30,3440789.09,Debit,Online,KBZ Pay Merchant,Bago
3869,236,2022-02-15 19:34:13,2340342.4,Debit,POS,KBZ Pay Merchant,Monywa
3870,236,2022-03-03 04:13:52,3624504.66,Debit,POS,Online Shop MM,Pathein
3871,236,2023-11-17 18:46:12,1485486.64,Debit,ATM,Junction Square,Yangon
3872,236,2024-03-28 11:24:41,1598055.18,Credit,Branch,Unknown,Myitkyina
3873,236,2024-05-02 17:37:49,3848039.84,Credit,POS,Unknown,Sittwe
3874,236,2022-10-08 00:36:50,4153061.11,Credit,Online,Unknown,Taunggyi
3875,236,2022-09-07 04:57:23,338172.71,Credit,POS,Unknown,Mawlamyine
3876,236,2025-02-25 07:11:44,3599338.48,Debit,ATM,Ocean Supercenter,Mandalay
3877,236,2024-08-18 08:33:33,2397941.92,Debit,Branch,Wave Pay Merchant,Yangon
3878,236,2023-10-07 00:51:04,1092871.54,Debit,POS,Online Shop MM,Monywa
3879,237,2023-09-15 14:30:08,4789250.99,Debit,Branch,Ocean Supercenter,Mandalay
3880,237,2025-04-01 20:32:43,802403.08,Credit,Online,Unknown,Naypyidaw
3881,237,2022-10-27 03:17:53,1027226.19,Debit,ATM,Mytel Payment,Yangon
3882,237,2024-09-18 04:46:33,1808107.24,Credit,ATM,Unknown,Pathein
3883,237,2024-01-30 10:10:41,3497427.28,Debit,POS,Aung San Market,Yangon
3884,237,2023-08-30 11:59:05,697437.61,Debit,POS,Ocean Supercenter,Yangon
3885,237,2025-01-09 06:45:44,4439992.22,Credit,POS,Unknown,Mandalay
3886,237,2024-09-23 22:12:22,859652.4,Debit,Branch,Online Shop MM,Mawlamyine
3887,237,2023-06-02 22:34:22,2724298.07,Debit,ATM,Wave Pay Merchant,Naypyidaw
3888,237,2025-02-11 09:13:05,33910.9,Credit,ATM,Unknown,Pathein
3889,237,2022-09-24 16:20:22,1475338.41,Debit,Online,Ocean Supercenter,Yangon
3890,237,2023-02-27 07:10:24,3409710.13,Debit,Branch,Myanmar Plaza,Yangon
3891,237,2024-10-03 06:39:00,1631909.46,Debit,Online,Online Shop MM,Taunggyi
3892,237,2025-02-03 20:11:10,457780.67,Credit,ATM,Unknown,Taunggyi
3893,237,2025-03-08 10:26:03,4425124.23,Debit,ATM,MPT Merchant,Mawlamyine
3894,237,2025-02-04 15:53:01,3443489.32,Credit,POS,Unknown,Naypyidaw
3895,237,2023-08-24 03:53:35,2146942.85,Debit,ATM,City Mart,Yangon
3896,237,2024-11-21 10:48:02,2092289.58,Credit,POS,Unknown,Naypyidaw
3897,237,2024-05-15 20:11:40,1203894.93,Debit,POS,City Mart,Yangon
3898,239,2025-03-07 09:53:03,3348658.07,Credit,Online,Unknown,Bago
3899,239,2024-06-27 15:27:34,4978827.32,Debit,POS,MPT Merchant,Mandalay
3900,239,2024-09-03 08:13:50,4903074.09,Credit,POS,Unknown,Pathein
3901,239,2024-10-14 05:36:52,151649.21,Credit,Branch,Unknown,Monywa
3902,239,2024-07-18 08:36:35,1106346.55,Debit,Branch,MPT Merchant,Monywa
3903,239,2025-02-18 19:23:58,4180905.59,Debit,Online,City Mart,Yangon
3904,239,2024-12-01 07:56:18,1032500.21,Debit,Online,Aung San Market,Yangon
3905,239,2025-03-03 08:22:15,322323.78,Debit,ATM,KBZ Pay Merchant,Monywa
3906,239,2024-09-01 02:26:58,1320252.08,Debit,ATM,Mytel Payment,Mawlamyine
3907,239,2025-02-12 23:12:58,1451459.18,Credit,ATM,Unknown,Mandalay
3908,239,2024-09-01 15:49:27,1646659.95,Credit,Branch,Unknown,Monywa
3909,240,2022-10-04 16:43:21,1497319.18,Debit,Branch,Junction Square,Yangon
3910,240,2023-10-21 01:52:56,18961.08,Debit,ATM,Ocean Supercenter,Yangon
3911,240,2021-11-06 16:27:13,31349.88,Credit,Branch,Unknown,Sittwe
3912,240,2023-02-21 00:49:58,2866155.44,Credit,ATM,Unknown,Bago
3913,240,2023-04-18 08:36:19,611723.04,Credit,Online,Unknown,Taunggyi
3914,240,2022-07-09 23:46:47,799826.34,Debit,POS,Junction Square,Yangon
3915,240,2024-05-02 19:16:53,4677306.59,Debit,POS,Wave Pay Merchant,Myitkyina
3916,241,2025-03-22 21:57:13,3180169.14,Debit,Online,City Mart,Yangon
3917,241,2025-04-09 22:31:22,2485223.07,Debit,Online,Myanmar Plaza,Yangon
3918,241,2025-03-30 11:47:58,1821297.89,Credit,ATM,Unknown,Mandalay
3919,241,2025-04-09 22:51:27,4573262.59,Credit,Online,Unknown,Taunggyi
3920,241,2025-04-09 00:07:07,2533205.26,Debit,POS,Wave Pay Merchant,Myitkyina
3921,241,2025-04-02 16:29:01,3520917.55,Debit,POS,KBZ Pay Merchant,Yangon
3922,241,2025-03-15 08:17:59,1106024.31,Credit,Online,Unknown,Pathein
3923,241,2025-03-17 11:39:16,2938217.76,Credit,ATM,Unknown,Mawlamyine
3924,241,2025-03-28 13:39:55,4542471.27,Debit,ATM,MPT Merchant,Myitkyina
3925,241,2025-03-29 17:57:23,589546.79,Debit,ATM,Aung San Market,Yangon
3926,241,2025-03-26 12:49:54,891276.28,Credit,POS,Unknown,Taunggyi
3927,241,2025-03-22 18:38:03,4786434.42,Debit,Online,Online Shop MM,Sittwe
3928,241,2025-03-20 01:27:59,4396528.81,Debit,Online,MPT Merchant,Monywa
3929,241,2025-03-20 23:44:39,2215330.39,Debit,ATM,Ocean Supercenter,Yangon
3930,241,2025-04-03 15:46:38,3926487.23,Credit,POS,Unknown,Yangon
3931,241,2025-04-08 00:54:03,3543497.34,Credit,Branch,Unknown,Monywa
3932,241,2025-04-10 02:47:08,4857857.8,Debit,Online,Online Shop MM,Mandalay
3933,241,2025-03-31 16:33:50,439727.96,Debit,Online,Mytel Payment,Sittwe
3934,241,2025-04-03 19:19:31,2324309.34,Credit,ATM,Unknown,Taunggyi
3935,241,2025-03-29 02:15:01,3296828.48,Credit,POS,Unknown,Mandalay
3936,241,2025-04-11 07:15:53,3883161.63,Debit,Branch,City Mart,Yangon
3937,241,2025-04-07 19:49:26,4577151.02,Debit,Branch,KBZ Pay Merchant,Mandalay
3938,241,2025-04-10 17:07:46,650393.63,Debit,POS,City Mart,Yangon
3939,241,2025-03-20 07:17:20,1404535.59,Credit,ATM,Unknown,Bago
3940,241,2025-03-22 00:55:41,3652882.6,Debit,Branch,MPT Merchant,Sittwe
3941,241,2025-03-25 23:25:00,634102.46,Debit,Online,KBZ Pay Merchant,Yangon
3942,241,2025-03-22 03:25:55,4561914.33,Credit,POS,Unknown,Bago
3943,242,2025-03-28 02:52:37,2604832.17,Debit,Online,Junction Square,Yangon
3944,242,2025-03-19 00:22:27,1828110.11,Credit,Branch,Unknown,Pathein
3945,242,2025-02-20 15:51:19,3260153.67,Debit,Online,Myanmar Plaza,Yangon
3946,242,2025-02-10 15:21:38,2337590.75,Credit,ATM,Unknown,Sittwe
3947,242,2025-03-29 18:09:39,43756.02,Debit,POS,Wave Pay Merchant,Sittwe
3948,242,2025-03-16 03:07:10,1423551.19,Debit,Online,Aung San Market,Yangon
3949,242,2025-03-08 08:22:15,2313311.46,Credit,Online,Unknown,Mawlamyine
3950,242,2025-02-20 06:49:10,1386241.81,Credit,ATM,Unknown,Myitkyina
3951,242,2025-04-06 22:13:04,2015556.97,Credit,POS,Unknown,Monywa
3952,242,2025-04-05 09:39:39,678053.17,Credit,Online,Unknown,Mawlamyine
3953,242,2025-02-18 16:44:52,3271306.56,Debit,Branch,Online Shop MM,Sittwe
3954,242,2025-03-09 23:58:30,546516.74,Debit,Online,Myanmar Plaza,Yangon
3955,242,2025-02-23 23:24:29,2899115.64,Credit,POS,Unknown,Sittwe
3956,242,2025-03-31 14:01:52,2579107.73,Credit,ATM,Unknown,Myitkyina
3957,242,2025-02-22 09:37:07,4062062.43,Credit,Branch,Unknown,Taunggyi
3958,242,2025-03-03 20:02:40,2531901.52,Debit,POS,Wave Pay Merchant,Taunggyi
3959,242,2025-03-11 18:02:05,2083781.96,Credit,ATM,Unknown,Monywa
3960,242,2025-02-12 06:32:43,2385279.76,Debit,POS,Aung San Market,Yangon
3961,242,2025-04-10 01:38:25,2444539.74,Credit,POS,Unknown,Yangon
3962,242,2025-03-02 14:39:20,4980397.4,Credit,ATM,Unknown,Myitkyina
3963,243,2025-03-13 20:39:39,2328992.96,Debit,POS,Online Shop MM,Yangon
3964,243,2025-03-22 19:21:42,3209951.21,Debit,POS,KBZ Pay Merchant,Sittwe
3965,243,2025-03-11 07:00:43,784454.26,Debit,Online,Aung San Market,Yangon
3966,243,2025-03-20 00:15:40,1182245.29,Debit,Online,Junction Square,Yangon
3967,243,2025-03-27 09:11:28,1665820.27,Credit,POS,Unknown,Bago
3968,243,2025-04-08 19:23:11,435904.82,Credit,POS,Unknown,Monywa
3969,243,2025-04-09 16:56:48,1575990.0,Debit,POS,Online Shop MM,Taunggyi
3970,243,2025-04-02 20:31:56,4044501.33,Debit,Branch,Junction Square,Yangon
3971,243,2025-03-22 19:51:22,2971583.41,Debit,POS,Junction Square,Yangon
3972,243,2025-04-07 21:04:02,1339923.75,Debit,Online,KBZ Pay Merchant,Sittwe
3973,243,2025-03-11 06:05:44,1649366.4,Debit,POS,Online Shop MM,Taunggyi
3974,243,2025-04-08 13:31:00,1841354.09,Credit,ATM,Unknown,Naypyidaw
3975,243,2025-03-31 05:26:07,184702.51,Debit,Branch,Aung San Market,Yangon
3976,243,2025-03-30 15:11:25,973613.31,Credit,Online,Unknown,Taunggyi
3977,243,2025-04-10 09:26:07,2818440.41,Credit,Branch,Unknown,Mandalay
3978,243,2025-03-24 02:34:04,3830090.66,Debit,POS,MPT Merchant,Mandalay
3979,243,2025-03-29 15:58:03,4782802.87,Debit,ATM,KBZ Pay Merchant,Taunggyi
3980,243,2025-03-12 21:42:43,149288.95,Credit,ATM,Unknown,Naypyidaw
3981,245,2024-09-30 11:19:45,845130.85,Debit,POS,City Mart,Yangon
3982,245,2024-04-11 10:18:38,1931630.25,Debit,Online,Myanmar Plaza,Yangon
3983,245,2023-10-18 23:03:43,4684112.76,Debit,Online,Online Shop MM,Sittwe
3984,245,2022-08-10 22:55:44,1665502.4,Debit,Branch,Myanmar Plaza,Yangon
3985,245,2024-11-24 02:04:26,2144090.82,Debit,Branch,Mytel Payment,Sittwe
3986,245,2024-03-15 04:50:36,4010248.35,Debit,POS,Myanmar Plaza,Yangon
3987,245,2024-03-09 17:54:20,2441304.96,Credit,POS,Unknown,Sittwe
3988,245,2023-06-13 09:32:54,3616151.05,Debit,Branch,City Mart,Yangon
3989,245,2025-01-02 16:08:03,2598223.4,Credit,POS,Unknown,Monywa
3990,245,2023-02-24 03:09:04,2828260.11,Credit,POS,Unknown,Monywa
3991,245,2023-05-01 23:16:47,4449070.11,Debit,POS,Junction Square,Yangon
3992,245,2023-11-01 11:07:46,311282.28,Debit,Online,City Mart,Yangon
3993,245,2024-01-27 08:38:08,521812.97,Credit,ATM,Unknown,Monywa
3994,245,2023-11-06 18:56:50,3216931.62,Credit,ATM,Unknown,Mandalay
3995,245,2022-05-24 02:26:08,4780972.43,Credit,POS,Unknown,Yangon
3996,245,2022-11-13 01:19:51,280028.86,Debit,POS,Aung San Market,Yangon
3997,245,2022-05-31 05:50:33,3058395.42,Debit,Branch,Junction Square,Yangon
3998,245,2023-12-14 19:30:45,1912580.35,Credit,POS,Unknown,Bago
3999,245,2023-09-08 23:03:10,3774791.05,Credit,ATM,Unknown,Sittwe
4000,245,2023-12-27 00:16:44,788598.95,Credit,POS,Unknown,Mandalay
4001,245,2024-06-20 18:19:40,13219.85,Debit,ATM,Wave Pay Merchant,Mandalay
4002,245,2023-09-28 22:43:02,798917.45,Credit,ATM,Unknown,Yangon
4003,245,2025-02-19 16:23:05,4488679.85,Debit,POS,Mytel Payment,Bago
4004,245,2024-02-08 06:27:04,3262186.47,Debit,Online,Junction Square,Yangon
4005,245,2022-06-06 21:31:33,3897239.63,Debit,Online,Wave Pay Merchant,Pathein
4006,245,2025-01-09 08:31:04,2677703.76,Debit,POS,Mytel Payment,Naypyidaw
4007,245,2025-03-06 23:52:36,311635.39,Debit,POS,Mytel Payment,Yangon
4008,245,2023-09-22 00:13:54,4799968.65,Credit,POS,Unknown,Monywa
4009,245,2024-08-19 19:22:08,4880224.94,Debit,Online,Aung San Market,Yangon
4010,247,2025-03-16 00:58:24,3518738.5,Debit,Online,Junction Square,Yangon
4011,247,2025-04-04 20:38:33,2455856.91,Debit,Branch,City Mart,Yangon
4012,247,2025-03-23 18:17:04,4430696.51,Credit,Branch,Unknown,Naypyidaw
4013,247,2025-03-30 17:02:31,3474177.68,Debit,Online,Junction Square,Yangon
4014,247,2025-03-26 07:58:36,2305698.66,Debit,Branch,Aung San Market,Yangon
4015,247,2025-03-16 06:05:30,2474595.4,Credit,Online,Unknown,Yangon
4016,247,2025-03-30 02:15:17,2208152.66,Credit,Online,Unknown,Monywa
4017,247,2025-04-01 12:22:51,1591083.91,Debit,ATM,KBZ Pay Merchant,Mandalay
4018,247,2025-03-18 09:30:18,712253.72,Credit,Branch,Unknown,Naypyidaw
4019,247,2025-04-11 09:39:15,2729233.65,Debit,ATM,MPT Merchant,Naypyidaw
4020,247,2025-04-01 12:28:19,2563734.95,Credit,Branch,Unknown,Mandalay
4021,247,2025-03-23 07:24:14,3537511.37,Credit,Online,Unknown,Mandalay
